id,business_name,sector,lga,annual_revenue,employee_count,registered
4513,"Owens, Bush and Orozco",Manufacturing,Agege,75470293,353,False
4514,Patel-Payne,Finance,Ifako-Ijaiye,323615186,37,False
4515,"Olson, Contreras and Aguilar",Manufacturing,Kosofe,236398961,121,True
4516,Cook-Miller,Manufacturing,Somolu,239268076,41,False
4517,Guerrero Inc,Tech,Ifako-Ijaiye,353629311,100,True
4518,"Maldonado, Wilson and Bell",Retail,Oshodi-Isolo,398276832,37,False
4519,Shah PLC,Retail,Apapa,459672793,231,True
4520,"Jackson, Robles and Fuller",Real Estate,Kosofe,76986192,233,False
4521,Rodriguez-Padilla,Finance,Amuwo-Odofin,252650843,275,False
4522,Haney-Graham,Real Estate,Apapa,127624823,112,False
4523,Scott Inc,Retail,Mushin,86922048,257,False
4524,"Walker, Rhodes and Smith",Retail,Alimosho,404549841,230,True
4525,Watkins-Sherman,Finance,Victoria Island,320208619,212,True
4526,"Johnson, Koch and Wong",Tech,Somolu,207129972,32,False
4527,"Hernandez, Miller and King",Manufacturing,Kosofe,419299955,95,False
4528,Shields PLC,Real Estate,Yaba,222942058,248,False
4529,"Smith, Green and Barnes",Tech,Shomolu,408311185,258,True
4530,Padilla-Everett,Retail,Shomolu,236435584,174,True
4531,"Willis, Campbell and Reid",Manufacturing,Badagry,27110032,163,False
4532,Scott-Phillips,Finance,Somolu,198784509,440,True
4533,Owens-Mcpherson,Real Estate,Badagry,79545064,290,False
4534,"Yu, Mendoza and Mata",Real Estate,Oshodi-Isolo,221530138,209,False
4535,Johnson Ltd,Retail,Yaba,385605556,115,True
4536,Little-Rojas,Real Estate,Agege,270487487,410,False
4537,Cohen-Bonilla,Finance,Mushin,67703910,113,True
4538,Williams Ltd,Manufacturing,Mushin,227901549,254,False
4539,"Acevedo, Hayes and Holmes",Tech,Somolu,325074472,486,False
4540,Gomez PLC,Retail,Badagry,328919411,101,False
4541,Lucas-Foley,Retail,Eti-Osa,257889542,285,True
4542,Ramos Group,Finance,Mushin,494870727,99,True
4543,"Collins, Bowman and White",Real Estate,Amuwo-Odofin,236625367,17,False
4544,"Smith, Smith and Scott",Tech,Eti-Osa,387460559,161,False
4545,Espinoza Ltd,Retail,Lekki,245619295,110,True
4546,"Johnson, Sanchez and Jones",Real Estate,Kosofe,403426516,318,False
4547,"Chang, Lamb and Anderson",Real Estate,Ikeja,308938958,143,True
4548,Christian-Oconnor,Real Estate,Agege,453474769,381,True
4549,Hill-Taylor,Real Estate,Alimosho,329875482,295,False
4550,"Gonzalez, Clark and Hill",Real Estate,Oshodi-Isolo,120030580,131,False
4551,Sanders Group,Finance,Ikorodu,351844613,81,False
4552,Sandoval-Doyle,Retail,Epe,185903024,412,True
4553,Mason Ltd,Manufacturing,Ifako-Ijaiye,67222312,375,True
4554,James PLC,Finance,Apapa,254822561,365,True
4555,Burke and Sons,Manufacturing,Apapa,417567909,170,False
4556,Martin-Harvey,Real Estate,Apapa,297226859,358,True
4557,Crane Ltd,Finance,Agege,206374152,105,True
4558,Cunningham-Edwards,Manufacturing,Shomolu,234769369,495,False
4559,Jones Inc,Finance,Victoria Island,345027162,115,True
4560,Cunningham Group,Real Estate,Agege,459518023,96,True
4561,Lopez Ltd,Real Estate,Surulere,13881849,456,True
4562,"Schultz, Hernandez and Tyler",Tech,Ajah,229478993,348,False
4563,Jordan-Frazier,Retail,Ikorodu,448408680,375,False
4564,"Lopez, Meyer and Wall",Tech,Alimosho,354339727,273,True
4565,Collins PLC,Manufacturing,Badagry,386627341,69,True
4566,"Williams, Franklin and Carr",Tech,Kosofe,213925404,270,False
4567,Lopez-Leblanc,Tech,Ikorodu,113649115,380,False
4568,Russell and Sons,Tech,Oshodi-Isolo,354068930,165,True
4569,Dickson-Collins,Retail,Badagry,398164481,477,False
4570,"Garcia, Hubbard and Reese",Manufacturing,Epe,196857409,42,False
4571,Frank PLC,Finance,Shomolu,299108005,304,False
4572,Greene-Murphy,Manufacturing,Ifako-Ijaiye,39904346,96,True
4573,White-George,Real Estate,Shomolu,120780791,309,False
4574,Johnson and Sons,Tech,Oshodi-Isolo,389786057,252,False
4575,"Diaz, Fields and Morgan",Tech,Lekki,312760117,427,True
4576,"Jackson, Bell and Turner",Real Estate,Epe,491521084,121,True
4577,"Warren, Olson and Garcia",Tech,Somolu,297802349,353,False
4578,Walker-Young,Tech,Ifako-Ijaiye,322208326,28,True
4579,Horton Inc,Real Estate,Shomolu,48322393,100,False
4580,Wright PLC,Manufacturing,Ikeja,387127466,126,False
4581,Torres-Maxwell,Real Estate,Ikorodu,223087719,406,True
4582,Warner Group,Manufacturing,Surulere,497039836,473,True
4583,Boyle Group,Tech,Amuwo-Odofin,440472101,187,False
4584,Gross Ltd,Tech,Oshodi-Isolo,97331083,435,False
4585,Myers-Shepard,Manufacturing,Oshodi-Isolo,94241313,46,False
4586,Dominguez PLC,Manufacturing,Shomolu,335902203,402,False
4587,Baker-Snyder,Finance,Epe,495398265,264,False
4588,Salinas-Bowman,Tech,Ifako-Ijaiye,67841500,69,True
4589,Clark-Williams,Tech,Eti-Osa,245562130,76,True
4590,"Smith, Adams and Becker",Finance,Epe,398873125,317,False
4591,"Mckinney, Sanchez and Yang",Real Estate,Alimosho,427039473,219,True
4592,"Thomas, Smith and Bentley",Retail,Victoria Island,442780262,162,True
4593,"Winters, Todd and Reynolds",Tech,Amuwo-Odofin,181895041,298,False
4594,"Smith, Stewart and Wagner",Manufacturing,Shomolu,77352868,400,True
4595,"Mitchell, Graves and Warner",Real Estate,Somolu,320056328,351,False
4596,Hernandez-Love,Finance,Ikorodu,13929551,302,False
4597,Burke Inc,Finance,Ifako-Ijaiye,134531421,264,False
4598,Baird Ltd,Tech,Agege,121099561,156,True
4599,Singleton Inc,Tech,Oshodi-Isolo,47762722,396,False
4600,Alexander-Chen,Finance,Lekki,259736756,358,True
4601,Parker-Sutton,Real Estate,Shomolu,232339781,391,False
4602,Brewer Inc,Retail,Victoria Island,191811945,49,False
4603,Young-Dunn,Retail,Oshodi-Isolo,365590009,132,False
4604,"Nguyen, Mendoza and Hansen",Manufacturing,Alimosho,305430872,386,True
4605,Ayala-Waters,Real Estate,Kosofe,120640052,60,False
4606,"Moore, Ballard and Hughes",Tech,Ajah,33108291,353,False
4607,"Martinez, Gonzalez and Beltran",Tech,Badagry,74781807,130,True
4608,"Walker, Montgomery and Ford",Real Estate,Agege,175424847,84,True
4609,"Griffin, Brown and King",Real Estate,Victoria Island,497505554,380,True
4610,Jones-Lee,Manufacturing,Yaba,193452485,85,False
4611,"Conway, Shepard and Crane",Real Estate,Shomolu,102682855,21,True
4612,"Leblanc, Bell and Ellison",Real Estate,Somolu,498268419,470,True
4613,Benson-Martinez,Manufacturing,Victoria Island,104208004,74,False
4614,Ortiz-Woods,Manufacturing,Badagry,475286688,118,True
4615,"Butler, Johnson and Mcfarland",Real Estate,Epe,57908391,222,True
4616,"Anderson, Black and Pineda",Tech,Shomolu,52748762,427,False
4617,"Carr, Copeland and Bridges",Real Estate,Surulere,32523156,394,True
4618,Romero-Love,Retail,Ikeja,354431367,235,False
4619,Barrett Inc,Tech,Ikeja,402362245,31,False
4620,"Aguilar, Smith and Robinson",Retail,Somolu,60308348,391,True
4621,"Goodwin, Mcguire and Allen",Tech,Alimosho,323152779,346,False
4622,"Garcia, Best and Martinez",Real Estate,Surulere,288118043,147,True
4623,Rivera Ltd,Finance,Ifako-Ijaiye,378751451,42,False
4624,Wiley Group,Tech,Badagry,316363293,39,False
4625,Marks-Gill,Real Estate,Ikorodu,301259009,347,False
4626,"Stone, Hodge and Ellis",Real Estate,Epe,367485980,286,False
4627,"Nichols, Fowler and Ellis",Retail,Epe,101321595,355,False
4628,Mclean-Peterson,Retail,Victoria Island,243935635,72,True
4629,Anderson Ltd,Retail,Ajah,468139605,312,True
4630,Wilkinson-Jackson,Finance,Ifako-Ijaiye,458676288,72,False
4631,Butler-Williams,Tech,Somolu,345409556,479,False
4632,"Anderson, Ferguson and Shelton",Retail,Ifako-Ijaiye,248666944,245,True
4633,Roberts-Taylor,Retail,Somolu,225333165,22,False
4634,Smith-Peterson,Manufacturing,Alimosho,285138661,67,True
4635,Parks PLC,Manufacturing,Surulere,442501313,248,True
4636,"Nelson, Sharp and Carter",Tech,Ajah,269231068,494,True
4637,Hickman-Gonzalez,Tech,Badagry,208556593,437,True
4638,Mcguire LLC,Retail,Ajah,82412755,245,True
4639,Osborn-Anthony,Retail,Ifako-Ijaiye,264644697,8,False
4640,"Atkinson, Lee and George",Finance,Ajah,133896355,353,True
4641,Turner Group,Finance,Apapa,213563790,326,True
4642,Smith-Fernandez,Real Estate,Agege,280074223,347,True
4643,Macias-Ramirez,Manufacturing,Badagry,123653174,402,True
4644,Mitchell-Levy,Real Estate,Ifako-Ijaiye,198139679,74,True
4645,Watkins and Sons,Tech,Yaba,457805629,215,False
4646,"Thomas, Welch and Smith",Tech,Ikorodu,47054525,478,True
4647,Kennedy and Sons,Tech,Ifako-Ijaiye,262011798,237,False
4648,Blackwell and Sons,Retail,Yaba,182904111,232,True
4649,"Miller, Mathews and Atkinson",Retail,Ikorodu,144141905,500,False
4650,Martin Group,Real Estate,Surulere,276790642,92,False
4651,Johnson and Sons,Finance,Apapa,394464830,200,True
4652,Gonzalez Inc,Retail,Ikorodu,30087164,282,False
4653,"Curtis, Webb and Mayo",Tech,Surulere,357433620,260,False
4654,Whitaker LLC,Manufacturing,Mushin,112143563,157,False
4655,Johnson Ltd,Finance,Alimosho,126135112,395,True
4656,Murphy PLC,Finance,Ikorodu,324456704,73,False
4657,"Reynolds, Anderson and Stanley",Tech,Oshodi-Isolo,194418569,195,True
4658,Lee Ltd,Retail,Amuwo-Odofin,75173988,278,False
4659,Harris-Carroll,Manufacturing,Amuwo-Odofin,289836604,148,True
4660,Peters Inc,Retail,Ikorodu,85832794,286,False
4661,Mitchell Group,Real Estate,Victoria Island,382596812,431,True
4662,Frazier-Edwards,Retail,Eti-Osa,299472575,177,False
4663,Wall-Matthews,Manufacturing,Alimosho,160981472,155,False
4664,"Gonzalez, Mayo and Campbell",Retail,Eti-Osa,224200607,444,False
4665,Fuentes and Sons,Finance,Alimosho,180494309,105,False
4666,"Jackson, Crawford and Moore",Real Estate,Oshodi-Isolo,243394573,136,False
4667,"Delgado, Chung and Alvarez",Manufacturing,Ajah,433964980,429,False
4668,Hill and Sons,Manufacturing,Ikeja,360794147,99,True
4669,Riley-Ward,Tech,Yaba,39356828,62,True
4670,Johnson-Douglas,Manufacturing,Mushin,370819465,361,True
4671,Elliott-Martin,Real Estate,Yaba,32869601,432,True
4672,Escobar Ltd,Real Estate,Ajah,448372648,41,False
4673,Woodard Group,Manufacturing,Oshodi-Isolo,215267154,481,False
4674,Brown Group,Real Estate,Oshodi-Isolo,83433930,67,True
4675,Mccarthy-Rivera,Tech,Ajah,294935446,459,False
4676,Porter-Bryan,Retail,Ifako-Ijaiye,10655936,491,False
4677,Tyler-Flowers,Finance,Mushin,106533903,293,True
4678,Walker-Guerrero,Manufacturing,Ikorodu,431093862,226,False
4679,"Rogers, Carroll and Hendricks",Real Estate,Apapa,335111781,293,False
4680,"Flowers, Hoffman and Mullen",Tech,Eti-Osa,397842815,108,True
4681,Nguyen-Pittman,Tech,Somolu,222859268,426,True
4682,Prince LLC,Real Estate,Yaba,345614741,436,True
4683,Williams Inc,Retail,Mushin,466922580,411,True
4684,"Campos, Harris and Valentine",Finance,Kosofe,406571543,178,False
4685,"Hayes, Hall and Mcintosh",Tech,Kosofe,226537872,208,False
4686,"Hernandez, Kelly and Foster",Real Estate,Ikeja,68336183,286,True
4687,"Hudson, Fox and Crane",Finance,Amuwo-Odofin,56866367,54,False
4688,"Casey, Woodward and Martin",Tech,Apapa,464804758,399,True
4689,Newton-Woods,Retail,Ajah,293708465,65,False
4690,Williams-Yates,Finance,Apapa,375293512,497,False
4691,Jones-Leonard,Manufacturing,Victoria Island,446595256,276,True
4692,Kelly and Sons,Real Estate,Eti-Osa,325182465,433,False
4693,Miller Inc,Tech,Surulere,193224547,236,False
4694,"Rivas, Reed and Garcia",Tech,Lekki,314877192,189,True
4695,Young-Schwartz,Manufacturing,Ifako-Ijaiye,266490878,272,False
4696,"Williams, Melendez and Saunders",Real Estate,Surulere,148065822,265,True
4697,Campbell Ltd,Retail,Oshodi-Isolo,416408499,82,True
4698,Johnson-Carr,Real Estate,Somolu,74829012,178,True
4699,"Lopez, Bishop and Brown",Real Estate,Badagry,58668583,168,True
4700,"Miller, Rios and Mitchell",Real Estate,Epe,325324568,194,False
4701,Garrison Inc,Tech,Alimosho,172015698,232,False
4702,Simmons-Ramirez,Manufacturing,Agege,313986236,342,True
4703,Christensen PLC,Tech,Amuwo-Odofin,83766601,38,False
4704,Howard Inc,Real Estate,Oshodi-Isolo,368232143,398,False
4705,"Willis, Hampton and Coleman",Manufacturing,Somolu,355645139,288,False
4706,Carrillo-Davis,Retail,Apapa,102166893,412,True
4707,Hodge Group,Tech,Ifako-Ijaiye,394680223,177,False
4708,"Patrick, Barnes and Richardson",Finance,Mushin,76611405,204,True
4709,Brown PLC,Manufacturing,Apapa,467108922,22,True
4710,"King, York and Sullivan",Tech,Epe,331038423,279,True
4711,"Riley, Mclean and Powell",Tech,Kosofe,282612838,481,True
4712,"Torres, Dunlap and Lewis",Manufacturing,Eti-Osa,467203910,223,False
4713,Cross-Roberts,Retail,Epe,239486165,427,True
4714,Goodwin-Adams,Manufacturing,Shomolu,142798892,389,False
4715,"Henry, Smith and Leonard",Finance,Kosofe,21824669,454,True
4716,Brown and Sons,Real Estate,Alimosho,56484675,213,False
4717,"Flores, Adams and Martinez",Manufacturing,Eti-Osa,364018800,16,False
4718,Hernandez and Sons,Tech,Oshodi-Isolo,13975686,144,False
4719,Gomez-Rodriguez,Finance,Yaba,167647363,453,False
4720,Miles LLC,Finance,Shomolu,462126627,319,False
4721,"Payne, Nichols and Gibson",Tech,Yaba,450336349,453,True
4722,Johnson and Sons,Real Estate,Ifako-Ijaiye,101366400,199,False
4723,Murphy-Wilson,Real Estate,Ikeja,200686166,111,True
4724,"Jackson, Fisher and White",Finance,Oshodi-Isolo,409635336,136,True
4725,Snow Inc,Retail,Mushin,288268824,414,True
4726,"Smith, Moyer and Potts",Finance,Apapa,66315754,301,True
4727,"Christian, Steele and Davis",Finance,Badagry,142540038,90,False
4728,Reid and Sons,Real Estate,Oshodi-Isolo,291300203,296,True
4729,"Glover, Wolf and Santana",Real Estate,Somolu,116375902,490,True
4730,"Johnson, Garza and Holmes",Tech,Badagry,273378637,155,False
4731,Day-Woodard,Retail,Victoria Island,126567263,116,True
4732,Hamilton Ltd,Tech,Amuwo-Odofin,111740512,277,True
4733,Burns and Sons,Finance,Apapa,110514884,281,True
4734,Sanchez-Hill,Manufacturing,Mushin,147249515,141,False
4735,Cunningham-Watts,Tech,Shomolu,469487413,132,True
4736,"Pena, Jarvis and Barton",Retail,Yaba,44543937,118,True
4737,Brady-Sanchez,Retail,Somolu,203936247,133,True
4738,"Henry, Simmons and Baird",Tech,Epe,205706994,163,True
4739,Nelson Group,Real Estate,Yaba,125709005,96,False
4740,Barnes Group,Finance,Ikorodu,159914008,469,True
4741,Moses Inc,Tech,Epe,367440950,320,True
4742,"Robinson, Mullins and Johnson",Real Estate,Shomolu,375228451,431,True
4743,"Nguyen, Villarreal and Kelly",Real Estate,Alimosho,167419279,141,False
4744,Dunn-Melendez,Finance,Kosofe,405480877,357,True
4745,Evans Ltd,Real Estate,Ifako-Ijaiye,349695297,257,False
4746,Oconnor-Alvarado,Retail,Amuwo-Odofin,195625372,451,False
4747,Moyer-Hernandez,Manufacturing,Kosofe,228041306,455,True
4748,Eaton PLC,Finance,Epe,120573759,94,True
4749,Ramirez Ltd,Manufacturing,Ajah,70042057,365,True
4750,Allen Ltd,Tech,Amuwo-Odofin,117702502,129,False
4751,Nguyen LLC,Real Estate,Badagry,465757114,236,True
4752,"Wright, Morales and Walker",Retail,Agege,61266450,246,False
4753,"Contreras, Marquez and Marquez",Finance,Ifako-Ijaiye,279778340,345,True
4754,Mejia Ltd,Manufacturing,Alimosho,114154948,168,False
4755,"Arnold, Villa and Evans",Tech,Victoria Island,405229184,346,True
4756,Hamilton PLC,Manufacturing,Ikorodu,376718570,160,False
4757,"Owens, Farrell and Lynch",Finance,Epe,7458265,493,True
4758,Collins-Dawson,Manufacturing,Badagry,60163660,398,False
4759,"Brandt, Black and Richards",Real Estate,Yaba,203685565,331,True
4760,Gaines Inc,Tech,Lekki,208508796,384,True
4761,Smith-Lara,Retail,Apapa,465814231,216,False
4762,Bailey Inc,Retail,Victoria Island,140610846,475,False
4763,"Spencer, Grant and Chavez",Tech,Apapa,214993404,134,True
4764,"Hansen, Harris and Oneal",Retail,Ajah,175808682,133,True
4765,Brooks-Ray,Retail,Apapa,399701882,478,True
4766,"Thomas, Myers and Schroeder",Real Estate,Ajah,365613014,342,True
4767,"Cruz, Brown and Frye",Tech,Eti-Osa,55908198,263,False
4768,Sims LLC,Retail,Mushin,169979761,199,False
4769,Kelley-Holt,Tech,Badagry,257293572,226,False
4770,Jackson Ltd,Retail,Oshodi-Isolo,243713954,487,True
4771,Gibson-Murillo,Tech,Epe,334046694,348,True
4772,Petty-Bell,Tech,Mushin,237526511,14,True
4773,Patel and Sons,Real Estate,Mushin,236719042,46,False
4774,"Macias, Shaffer and James",Manufacturing,Ajah,67022388,294,False
4775,Thompson PLC,Retail,Apapa,33290929,94,False
4776,Gibson LLC,Tech,Ifako-Ijaiye,89251226,400,True
4777,"Perez, Cook and Sherman",Tech,Ikeja,216475293,37,False
4778,Hughes LLC,Real Estate,Ajah,444329736,435,False
4779,"Everett, Miller and Gilbert",Manufacturing,Eti-Osa,294727222,260,True
4780,"Payne, Bowman and Dominguez",Manufacturing,Ikorodu,308029484,410,False
4781,Mcfarland-Ferguson,Finance,Apapa,441076349,163,True
4782,"Kirby, Cook and Gallagher",Manufacturing,Kosofe,69050968,421,False
4783,Richardson Ltd,Finance,Eti-Osa,335280437,368,True
4784,"Smith, Underwood and Hodges",Tech,Somolu,369104293,461,False
4785,Valencia LLC,Manufacturing,Agege,147154473,107,False
4786,Mclaughlin-Pruitt,Retail,Ajah,289508048,422,True
4787,Haney and Sons,Manufacturing,Shomolu,441528097,200,True
4788,Davenport Inc,Real Estate,Mushin,333758862,499,True
4789,Espinoza-Stewart,Finance,Ikorodu,476305339,189,True
4790,"Graham, Myers and Rice",Retail,Oshodi-Isolo,194561444,243,False
4791,Chambers PLC,Finance,Ifako-Ijaiye,141226132,216,True
4792,Owens Inc,Finance,Epe,101050152,85,False
4793,Rodriguez Inc,Tech,Victoria Island,7572638,32,False
4794,"Lopez, Allen and Jenkins",Retail,Ikeja,329867413,386,False
4795,Horn-Koch,Manufacturing,Amuwo-Odofin,299285697,97,False
4796,Cantrell PLC,Real Estate,Victoria Island,105561212,409,False
4797,Moran-Brown,Finance,Somolu,64325459,205,False
4798,Warner and Sons,Real Estate,Kosofe,400848037,276,True
4799,Wall-Brooks,Tech,Ifako-Ijaiye,418047375,86,False
4800,"Miller, Harris and Hammond",Retail,Agege,181591624,7,True
4801,Schultz-Perry,Finance,Somolu,476092950,492,False
4802,Johnson Group,Real Estate,Eti-Osa,381455461,94,True
4803,Adams LLC,Tech,Agege,125788570,138,False
4804,"Martinez, Harris and Davis",Retail,Ikeja,358616122,227,True
4805,Jones-Rhodes,Manufacturing,Mushin,148247041,153,False
4806,Snyder PLC,Real Estate,Lekki,278981135,317,False
4807,Dillon-Valentine,Real Estate,Victoria Island,282379026,481,True
4808,Wolf Inc,Retail,Mushin,285713247,469,True
4809,"Brown, Benitez and Atkins",Tech,Epe,276343012,422,False
4810,"Gallegos, Williams and Pratt",Finance,Kosofe,66302857,260,True
4811,"Giles, Wilson and Walters",Manufacturing,Apapa,209438774,308,True
4812,Hughes-Ritter,Tech,Ifako-Ijaiye,63166740,60,False
4813,"Morgan, Harrington and Stark",Retail,Alimosho,46032118,204,False
4814,Harris and Sons,Real Estate,Kosofe,332878845,158,True
4815,"Mathis, Graham and Allen",Real Estate,Oshodi-Isolo,116918211,8,False
4816,Davis Inc,Retail,Yaba,269646376,382,False
4817,"Johnson, Trujillo and Page",Manufacturing,Surulere,265463577,113,False
4818,Wilson Inc,Tech,Oshodi-Isolo,275365274,90,True
4819,"Frazier, Hanson and Edwards",Real Estate,Ifako-Ijaiye,453315237,435,False
4820,Gomez LLC,Retail,Yaba,17088927,24,False
4821,Roberts-Craig,Manufacturing,Amuwo-Odofin,474968501,186,False
4822,Hernandez-Lopez,Finance,Mushin,201904468,302,False
4823,"Davis, Anderson and Knight",Real Estate,Apapa,234704017,379,True
4824,Mcclure PLC,Real Estate,Victoria Island,280382794,140,True
4825,Miller-Carter,Retail,Ifako-Ijaiye,89656392,271,False
4826,Oconnor-Mata,Retail,Yaba,418438751,37,False
4827,Evans-Ross,Retail,Amuwo-Odofin,221274012,493,False
4828,Fuller and Sons,Manufacturing,Ajah,189099565,375,False
4829,"Marshall, Hoffman and Carlson",Tech,Yaba,418185265,279,True
4830,Mcguire Group,Tech,Shomolu,447515521,215,False
4831,Arnold and Sons,Tech,Lekki,30245632,416,False
4832,"Rivera, Weiss and Mitchell",Retail,Ifako-Ijaiye,449625256,5,False
4833,Griffin Group,Manufacturing,Badagry,164102821,399,False
4834,Taylor PLC,Manufacturing,Kosofe,294013913,269,False
4835,Williams-Ellis,Retail,Shomolu,432885066,479,False
4836,Price Inc,Tech,Victoria Island,210038550,275,True
4837,Fields Inc,Retail,Badagry,93240401,244,False
4838,Meyer-Freeman,Real Estate,Ikorodu,93814544,485,True
4839,Hunt LLC,Tech,Epe,326737391,213,False
4840,Barnes Ltd,Tech,Yaba,485839732,387,True
4841,Suarez Inc,Finance,Ifako-Ijaiye,311535405,492,False
4842,Johnson-Perez,Tech,Shomolu,352011465,66,True
4843,"Johnson, Fowler and Meyer",Tech,Mushin,415713782,402,False
